Volatility,Ticker
0.025516421998398525,ADANIENT
0.024642439612297787,ADANIPORTS
0.02444482785897643,TRENT
0.023464944043029397,BEL
0.022048771854863036,BPCL
0.021659515693562968,SHRIRAMFIN
0.021233592884748978,COALINDIA
0.021107267571341758,ONGC
0.02007056689570537,INDUSINDBK
0.019983198223554478,M&M
