Ticker,Monthly Return (%)
ONGC,0.22960798636474317
SHRIRAMFIN,0.21514248417526674
HDFCBANK,0.19038778155322802
BHARTIARTL,0.1746211934257935
INDUSINDBK,0.17142956232225834
