Ticker,Monthly Return (%)
TRENT,0.3871894573524624
HINDALCO,0.16639357692937912
BAJAJFINSV,0.16603995683876654
BAJAJ-AUTO,0.15530793219763664
SHRIRAMFIN,0.13841300056401565
