Month,Sum of Daily Return,Ticker
July,-0.07352593860746219,ADANIPORTS
July,-0.0863834881417257,APOLLOHOSP
July,-0.05532684292155822,ASIANPAINT
July,0.07593439797060547,AXISBANK
July,-0.019039678974075963,BAJAJ-AUTO
July,-0.03269832156839031,BAJAJFINSV
July,0.07364882362048943,BAJFINANCE
July,-0.006861513034304528,BEL
July,-0.03265490438048186,BHARTIARTL
July,-0.1323231706588312,BPCL
July,-0.044137389985030924,BRITANNIA
July,-0.04228324687125517,CIPLA
July,-0.12653315366251905,COALINDIA
July,-0.07951214009132121,DRREDDY
July,-0.06848873376676164,EICHERMOT
July,-0.01354687022063191,GRASIM
July,-0.10870687943726474,HCLTECH
July,0.04210018586215409,HDFCBANK
July,-0.1692276460788165,HDFCLIFE
July,0.04336714430546669,HEROMOTOCO
July,0.026560973932373,HINDALCO
July,-0.07940568400636382,HINDUNILVR
July,0.002497814166869848,ICICIBANK
July,0.026854846267442743,INDUSINDBK
July,-0.1503280591943867,INFY
July,-0.13739228304520604,ITC
July,0.012476994465237505,JSWSTEEL
July,0.010923047984153464,KOTAKBANK
July,-0.0669722820190399,LT
July,0.021355986790060535,M&M
July,-0.09540606455492906,MARUTI
July,0.03421854784375125,NESTLEIND
July,-0.13237884825736648,NTPC
July,-0.21879385203852794,ONGC
July,-0.0892277752702752,POWERGRID
July,0.030702134039343465,RELIANCE
July,-0.15938986333405508,SBILIFE
July,-0.02251564948240154,SBIN
July,-0.014882002035268911,SHRIRAMFIN
July,-0.11897014079435608,SUNPHARMA
July,-0.1082414603717081,TATACONSUM
July,-0.12832609189386526,TATAMOTORS
July,0.06828930375127235,TATASTEEL
July,-0.09697375198025168,TCS
July,-0.04617152666752588,TECHM
July,-0.006521570163388971,TITAN
July,-0.04111958189113129,TRENT
July,-0.00489988357146555,ULTRACEMCO
July,0.018941329985322882,WIPRO
August,0.05862106591731214,ADANIENT
August,0.06543823729687122,ADANIPORTS
August,-0.02413683819646178,APOLLOHOSP
August,-0.015394397668736706,ASIANPAINT
August,-0.012960934575894416,AXISBANK
August,-0.1313969091006552,BAJAJ-AUTO
August,-0.11530300942543883,BAJAJFINSV
August,-0.09204018269941962,BAJFINANCE
August,0.05040804701453053,BEL
August,-0.041490602092530145,BHARTIARTL
August,-0.023517642325370028,BPCL
August,-0.031717882888677225,BRITANNIA
August,-0.06179417164217575,CIPLA
August,0.04145844539164636,COALINDIA
August,0.0040481025143228044,DRREDDY
August,0.015037434131059154,EICHERMOT
August,0.03120341775573373,GRASIM
August,-0.09336106095448411,HCLTECH
August,0.008760970215467494,HDFCBANK
August,-0.04039613275859041,HDFCLIFE
August,-0.03547773345579056,HEROMOTOCO
August,-0.01004492890453422,HINDALCO
August,-0.026081293103594607,HINDUNILVR
August,-0.015359915501913308,ICICIBANK
August,-0.018823232699145175,INDUSINDBK
August,-0.05612011327959623,INFY
August,-0.03169373373018103,ITC
August,-0.002475995207453253,JSWSTEEL
August,0.007508316941983349,KOTAKBANK
August,0.027924092990582964,LT
August,0.021291475672816352,M&M
August,0.07507953382644171,MARUTI
August,-0.009635717814059155,NESTLEIND
August,0.034107839068299346,NTPC
August,0.05418186861052765,ONGC
August,0.07599286373080849,POWERGRID
August,0.0006664002256687677,RELIANCE
August,-0.0634424065208102,SBILIFE
August,0.05018026786854759,SBIN
August,-0.0720724196965164,SHRIRAMFIN
August,-0.05643043738163657,SUNPHARMA
August,0.008514216212177482,TATACONSUM
August,0.053006581867749786,TATAMOTORS
August,0.0684112984645727,TATASTEEL
August,-0.025775492406193284,TCS
August,-0.06085098681201236,TECHM
August,-0.03211935640904678,TITAN
August,-0.20261830223496247,TRENT
August,0.04987103254122446,ULTRACEMCO
August,-0.016999865792914813,WIPRO
September,-0.045108490341247115,ADANIENT
September,0.01990286230393668,ADANIPORTS
September,-0.038318289622841326,APOLLOHOSP
September,-0.03823840737562713,ASIANPAINT
September,-0.029828084889906598,AXISBANK
September,-0.08576008205577607,BAJAJ-AUTO
September,-0.06873267597674686,BAJAJFINSV
September,-0.03255219806577119,BAJFINANCE
September,0.0478282045109067,BEL
September,-0.07550553641105509,BHARTIARTL
September,-0.02309522539089501,BPCL
September,-0.08391078088071308,BRITANNIA
September,-0.009692281788662997,CIPLA
September,0.026380844364302724,COALINDIA
September,0.018604168822028498,DRREDDY
September,-0.01084128638624717,EICHERMOT
September,-0.038080226219486014,GRASIM
September,-0.003927611850564732,HCLTECH
September,-0.05840138807267952,HDFCBANK
September,0.050775848747938175,HDFCLIFE
September,-0.02773621622785142,HEROMOTOCO
September,-0.10464595242831148,HINDALCO
September,-0.04514506478137581,HINDUNILVR
September,-0.03338544047300735,ICICIBANK
September,0.028696775964535435,INDUSINDBK
September,0.032435960713627296,INFY
September,-0.011199047844459686,ITC
September,-0.08617792330455386,JSWSTEEL
September,-0.05298008691639298,KOTAKBANK
September,0.009574886126625824,LT
September,-0.12696772226754516,M&M
September,-0.05590839871361682,MARUTI
September,-0.07428273023310818,NESTLEIND
September,-0.06843036982748935,NTPC
September,0.11428789903723505,ONGC
September,-0.042358049581312646,POWERGRID
September,0.03589598506976757,RELIANCE
September,0.0316085737315534,SBILIFE
September,0.03352848417493484,SBIN
September,-0.09859539425619021,SHRIRAMFIN
September,-0.054748765574707314,SUNPHARMA
September,0.003969204398504895,TATACONSUM
September,0.1272020273015479,TATAMOTORS
September,-0.08632969920797305,TATASTEEL
September,0.05393784766689627,TCS
September,0.015597528250634169,TECHM
September,-0.04984387067941702,TITAN
September,-0.06105345192004059,TRENT
September,-0.034400150266373095,ULTRACEMCO
September,-0.023573130236968866,WIPRO
October,0.1608049306841365,ADANIENT
October,0.13606241734663604,ADANIPORTS
October,0.08477531826552163,APOLLOHOSP
October,0.18818937911088354,ASIANPAINT
October,0.12330655370230259,AXISBANK
October,0.16121183903137334,BAJAJ-AUTO
October,0.11644548928928732,BAJAJFINSV
October,0.1769609108890713,BAJFINANCE
October,0.040381295955629844,BEL
October,0.0647159594436028,BHARTIARTL
October,0.12499093694821649,BPCL
October,0.14874391757868644,BRITANNIA
October,0.058533384342299724,CIPLA
October,0.07054304070234126,COALINDIA
October,0.09297593637169568,DRREDDY
October,0.02899304450574082,EICHERMOT
October,0.06841441842738795,GRASIM
October,0.020177942102011286,HCLTECH
October,0.019218655324226497,HDFCBANK
October,0.007041877934859387,HDFCLIFE
October,0.11612900925286174,HEROMOTOCO
October,0.13843044578674707,HINDALCO
October,0.1437469795685696,HINDUNILVR
October,0.017639730068400642,ICICIBANK
October,0.31157583376591275,INDUSINDBK
October,0.13994014714795003,INFY
October,0.08074355576253917,ITC
October,0.12370473003234042,JSWSTEEL
October,0.08035341550230637,KOTAKBANK
October,0.07277285316008723,LT
October,0.17946938114839647,M&M
October,0.18592770369051362,MARUTI
October,0.1078796929991974,NESTLEIND
October,0.10793034743637817,NTPC
October,0.06350592732824031,ONGC
October,0.08105615591360775,POWERGRID
October,0.10194182372629979,RELIANCE
October,0.09067976501319315,SBILIFE
October,0.03725670832081674,SBIN
October,0.14718936725184611,SHRIRAMFIN
October,0.05761863368950484,SUNPHARMA
October,0.14642422935746985,TATACONSUM
October,0.12942484740243454,TATAMOTORS
October,0.20639527156725718,TATASTEEL
October,0.12928474023413636,TCS
October,0.09558977257130281,TECHM
October,0.14736086737780865,TITAN
October,0.006555429692543116,TRENT
October,0.05446660346639138,ULTRACEMCO
October,0.058929572411170805,WIPRO
November,0.2599427903855555,ADANIENT
November,0.14663166908689362,ADANIPORTS
November,-0.13223407067249962,APOLLOHOSP
November,0.10099422320307543,ASIANPAINT
November,-0.1010703739554763,AXISBANK
November,-0.07927673953876337,BAJAJ-AUTO
November,0.025124544213038235,BAJAJFINSV
November,0.06716676368553795,BAJFINANCE
November,-0.0750747909783761,BEL
November,-0.07387831838761323,BHARTIARTL
November,-0.10878714521873252,BPCL
November,0.04495629720530718,BRITANNIA
November,0.04992430498168105,CIPLA
November,-0.025123459440333194,COALINDIA
November,-0.03376157244630657,DRREDDY
November,-0.17014546325623214,EICHERMOT
November,-0.03534403089128607,GRASIM
November,-0.13468950223355963,HCLTECH
November,-0.05636716044272744,HDFCBANK
November,-0.04273221753437655,HDFCLIFE
November,-0.14259106324608442,HEROMOTOCO
November,-0.045020185944656954,HINDALCO
November,0.0025467522076098106,HINDUNILVR
November,-0.02278528889624833,ICICIBANK
November,0.045119463794612506,INDUSINDBK
November,-0.1436545721956838,INFY
November,-0.014915229914808828,ITC
November,-0.1181133637574637,JSWSTEEL
November,-0.02375583674303665,KOTAKBANK
November,-0.08852282457475605,LT
November,-0.17281529626134876,M&M
November,-0.029167384871975757,MARUTI
November,-0.0025381816217028147,NESTLEIND
November,-0.023056603986023817,NTPC
November,0.06376971449482068,ONGC
November,-0.08647175812085288,POWERGRID
November,0.017371009480649686,RELIANCE
November,0.032495044046618425,SBILIFE
November,0.000650809950175163,SBIN
November,0.052754044141385015,SHRIRAMFIN
November,-0.06173594733268595,SUNPHARMA
November,0.01990628726592663,TATACONSUM
November,-0.04909043847042985,TATAMOTORS
November,-0.05750825169627963,TATASTEEL
November,-0.11275143757019826,TCS
November,-0.16317382736666283,TECHM
November,-0.09663005707203062,TITAN
November,-0.16359173287505172,TRENT
November,-0.09250702517524428,ULTRACEMCO
November,-0.1008790826770377,WIPRO
December,-0.19331555990912308,ADANIENT
December,-0.22114144409823797,ADANIPORTS
December,-0.02631686524227997,APOLLOHOSP
December,-0.06718329316614748,ASIANPAINT
December,0.007234267296771075,AXISBANK
December,-0.10022891449246821,BAJAJ-AUTO
December,0.006700740742802778,BAJAJFINSV
December,-0.003906344855440319,BAJFINANCE
December,-0.22200998405869754,BEL
December,0.003041256606752238,BHARTIARTL
December,-0.027570400248574833,BPCL
December,-0.066841652015832,BRITANNIA
December,-0.035775065169222166,CIPLA
December,-0.09235607814046679,COALINDIA
December,-0.010236665770241297,DRREDDY
December,-0.032304200510642714,EICHERMOT
December,-0.052193697409697225,GRASIM
December,-0.10066341630364484,HCLTECH
December,-0.08660234082717147,HDFCBANK
December,0.05281008939111054,HDFCLIFE
December,-0.08891852233560456,HEROMOTOCO
December,-0.16272524609159197,HINDALCO
December,-0.034193873587231124,HINDUNILVR
December,-0.052237229819107396,ICICIBANK
December,-0.08841637477002139,INDUSINDBK
December,-0.0630145162270449,INFY
December,-0.03858333398505011,ITC
December,-0.07760748356534623,JSWSTEEL
December,-0.0854383037436003,KOTAKBANK
December,-0.09778205527891175,LT
December,-0.04432588471175361,M&M
December,0.029790886457846735,MARUTI
December,-0.11507843761164405,NESTLEIND
December,-0.13698306013810166,NTPC
December,-0.05188686866945774,ONGC
December,-0.12184807541121316,POWERGRID
December,-0.0778600481190363,RELIANCE
December,-0.004968069083287081,SBILIFE
December,-0.11213516132954827,SBIN
December,-0.01820661937072162,SHRIRAMFIN
December,-0.022732058615591834,SUNPHARMA
December,-0.13410519541092877,TATACONSUM
December,-0.11139926899576814,TATAMOTORS
December,-0.07079666743027925,TATASTEEL
December,-0.07960804853531074,TCS
December,-0.05861751800945059,TECHM
December,-0.05150995130828047,TITAN
December,-0.06567224953562634,TRENT
December,-0.14435341603075494,ULTRACEMCO
December,-0.15326539512226867,WIPRO
