Ticker,Volatility
ADANIENT,0.025516421998398525
ADANIPORTS,0.024642439612297787
TRENT,0.02444482785897643
BEL,0.023464944043029397
BPCL,0.022048771854863036
SHRIRAMFIN,0.021659515693562968
COALINDIA,0.021233592884748978
ONGC,0.021107267571341758
INDUSINDBK,0.02007056689570537
M&M,0.019983198223554478
